No.	Name	Chromosome No./Scaffold Id	BLAST (UniRef)	Gene ontology		
152	KWMTBOMO00152	Bomo_Chr1	PREDICTED:_ras-related_and_estrogen-regulated_growth_inhibitor_[Papilio_polytes]	GO:0005525	F	GTP binding
	630 bp			GO:0007264	P	small GTPase mediated signal transduction
				GO:0007165	P	signal transduction
				GO:0016020	C	membrane
153	KWMTBOMO00153	Bomo_Chr1	PREDICTED:_protein_GPR107_[Amyelois_transitella]	GO:0016021	C	integral to membrane
	1545 bp					
154	KWMTBOMO00154	Bomo_Chr1	PREDICTED:_abhydrolase_domain-containing_protein_16A_isoform_X2_[Bombyx_mori]			
	1530 bp					
155	KWMTBOMO00155	Bomo_Chr1	PREDICTED:_aarF_domain-containing_protein_kinase_4_[Bombyx_mori]			
	1923 bp					
156	KWMTBOMO00156	Bomo_Chr1	PREDICTED:_nervous_wreck_isoform_X1_[Bombyx_mori]	GO:0005515	F	protein binding
	2757 bp					
157	KWMTBOMO00157	Bomo_Chr1	PREDICTED:_PHD_finger_protein_rhinoceros-like_isoform_X1_[Bombyx_mori]	GO:0005515	F	protein binding
	7908 bp			GO:0008270	F	zinc ion binding
158	KWMTBOMO00158	Bomo_Chr1	PREDICTED:_rho_GTPase-activating_protein_1-like_[Amyelois_transitella]	GO:0007165	P	signal transduction
	1029 bp					
159	KWMTBOMO00159	Bomo_Chr1	PREDICTED:_peptidylprolyl_isomerase_isoform_X1_[Bombyx_mori]	GO:0003755	F	peptidyl-prolyl cis-trans isomerase activity
	444 bp			GO:0006457	P	protein folding
				GO:0000413	P	protein peptidyl-prolyl isomerization
160	KWMTBOMO00160	Bomo_Chr1	PREDICTED:_nuclear_pore_complex_protein_Nup153-like_[Bombyx_mori]	GO:0008270	F	zinc ion binding
	4251 bp					
161	KWMTBOMO00161	Bomo_Chr1	reverse_transcriptase_[Bombyx_mori]			
	4278 bp					
162	KWMTBOMO00162	Bomo_Chr1	reverse_transcriptase_[Bombyx_mori]			
	2979 bp					
163	KWMTBOMO00163	Bomo_Chr1	gag-like_protein_[Bombyx_mori]			
	1641 bp					
164	KWMTBOMO00164	Bomo_Chr1	putative_RNA-directed_DNA_polymerase_from_transposon_BS-like_Protein_[Tribolium_castaneum]			
	1854 bp					
165	KWMTBOMO00165	Bomo_Chr1	PREDICTED:_zinc_finger_protein_OZF-like_[Bombyx_mori]	GO:0046872	F	metal ion binding
	978 bp			GO:0003676	F	nucleic acid binding
166	KWMTBOMO00166	Bomo_Chr1	"PREDICTED:_transcriptional_repressor_scratch_2-like,_partial_[Bombyx_mori]"	GO:0046872	F	metal ion binding
	573 bp			GO:0003676	F	nucleic acid binding
167	KWMTBOMO00167	Bomo_Chr1	PREDICTED:_JNK-interacting_protein_3_isoform_X2_[Bombyx_mori]	GO:0005515	F	protein binding
	3642 bp					
168	KWMTBOMO00168	Bomo_Chr1	uncharacterized_protein_LOC101741444_[Bombyx_mori]			
	846 bp					
169	KWMTBOMO00169	Bomo_Chr1	PREDICTED:_epidermal_growth_factor_receptor_isoform_X2_[Amyelois_transitella]	GO:0004714	F	transmembrane receptor protein tyrosine kinase activity
	4197 bp			GO:0005524	F	ATP binding
				GO:0006468	P	protein amino acid phosphorylation
				GO:0007169	P	transmembrane receptor protein tyrosine kinase signaling pathway
				GO:0016020	C	membrane
				GO:0004713	F	protein-tyrosine kinase activity
				GO:0004672	F	protein kinase activity
170	KWMTBOMO00170	Bomo_Chr1	PREDICTED:_uncharacterized_protein_LOC106133963_[Amyelois_transitella]			
	1233 bp					
171	KWMTBOMO00171	Bomo_Chr1	paramyosin_[Bombyx_mandarina]	GO:0003774	F	motor activity
	2637 bp			GO:0016459	C	myosin complex
172	KWMTBOMO00172	Bomo_Chr1	PREDICTED:_uncharacterized_protein_LOC101739187_[Bombyx_mori]			
	2718 bp					
173	KWMTBOMO00173	Bomo_Chr1	endonuclease-reverse_transcriptase_[Bombyx_mori]			
	2721 bp					
174	KWMTBOMO00174	Bomo_Chr1	PREDICTED:_uncharacterized_protein_LOC101739187_[Bombyx_mori]	GO:0005488	F	binding
	2409 bp					
175	KWMTBOMO00175	Bomo_Chr1	PREDICTED:_uncharacterized_protein_LOC101739187_[Bombyx_mori]			
	1332 bp					
176	KWMTBOMO00176	Bomo_Chr1	hypothetical_protein_KGM_15207_[Danaus_plexippus]			
	435 bp					
177	KWMTBOMO00177	Bomo_Chr1	PREDICTED:_TGF-beta_receptor_type-1_isoform_X2_[Bombyx_mori]	GO:0004672	F	protein kinase activity
	1212 bp			GO:0006468	P	protein amino acid phosphorylation
				GO:0004675	F	transmembrane receptor protein serine/threonine kinase activity
				GO:0005524	F	ATP binding
				GO:0016020	C	membrane
178	KWMTBOMO00178	Bomo_Chr1	PREDICTED:_phospholipase_C_gamma_isoform_X1_[Bombyx_mori]	GO:0004435	F	phosphoinositide phospholipase C activity
	1299 bp			GO:0006629	P	lipid metabolic process
				GO:0007165	P	signal transduction
				GO:0005515	F	protein binding
				GO:0008081	F	phosphoric diester hydrolase activity
179	KWMTBOMO00179	Bomo_Chr1	PREDICTED:_phospholipase_C_gamma_isoform_X2_[Bombyx_mori]	GO:0006629	P	lipid metabolic process
	2181 bp			GO:0008081	F	phosphoric diester hydrolase activity
				GO:0005509	F	calcium ion binding
180	KWMTBOMO00180	Bomo_Chr1	PREDICTED:_PAB-dependent_poly(A)-specific_ribonuclease_subunit_PAN3_[Amyelois_transitella]	GO:0004672	F	protein kinase activity
	2070 bp			GO:0005524	F	ATP binding
				GO:0006468	P	protein amino acid phosphorylation
				GO:0000289	P	poly(A) tail shortening
				GO:0006397	P	mRNA processing
				GO:0031251	C	PAN complex
181	KWMTBOMO00181	Bomo_Chr1	PREDICTED:_syntaxin-7_[Amyelois_transitella]	GO:0005515	F	protein binding
	789 bp			GO:0005484	F	SNAP receptor activity
				GO:0006886	P	intracellular protein transport
				GO:0016020	C	membrane
				GO:0016192	P	vesicle-mediated transport
182	KWMTBOMO00182	Bomo_Chr1	PREDICTED:_protein_NDRG3-like_isoform_X2_[Bombyx_mori]			
	903 bp					
183	KWMTBOMO00183	Bomo_Chr1	gag-like_protein_[Bombyx_mori]	GO:0003676	F	nucleic acid binding
	1623 bp			GO:0008270	F	zinc ion binding
184	KWMTBOMO00184	Bomo_Chr1	FK506-binding_protein_precursor_[Bombyx_mori]	GO:0005509	F	calcium ion binding
	651 bp			GO:0006457	P	protein folding
185	KWMTBOMO00185	Bomo_Chr1	reverse_transcriptase_[Bombyx_mori]	GO:0003676	F	nucleic acid binding
	4377 bp			GO:0008270	F	zinc ion binding
186	KWMTBOMO00186	Bomo_Chr1	heparanase-like_protein_[Bombyx_mori]	GO:0016020	C	membrane
	1548 bp			GO:0016798	F	"hydrolase activity, acting on glycosyl bonds"
				GO:0005975	P	carbohydrate metabolic process
187	KWMTBOMO00187	Bomo_Chr1	PREDICTED:_hikaru_genki_isoform_X1_[Bombyx_mori]	GO:0005515	F	protein binding
	1443 bp					
188	KWMTBOMO00188	Bomo_Chr1	PREDICTED:_glycosyltransferase_25_family_member_isoform_X1_[Amyelois_transitella]			
	1332 bp					
189	KWMTBOMO00189	Bomo_Chr1	PREDICTED:_projectin-like_protein_isoform_X1_[Bombyx_mori]	GO:0005515	F	protein binding
	4533 bp			GO:0004177	F	aminopeptidase activity
				GO:0005737	C	cytoplasm
				GO:0008235	F	metalloexopeptidase activity
				GO:0019538	P	protein metabolic process
				GO:0030145	F	manganese ion binding
				GO:0005622	C	intracellular
				GO:0006508	P	proteolysis
190	KWMTBOMO00190	Bomo_Chr1	kettin_protein_[Danaus_plexippus]	GO:0005515	F	protein binding
	61131 bp					
191	KWMTBOMO00191	Bomo_Chr1	titin2_[Bombyx_mori]	GO:0005515	F	protein binding
	7392 bp					
192	KWMTBOMO00192	Bomo_Chr1	pleiotrophin-like_protein_precursor_[Bombyx_mori]	GO:0008083	F	growth factor activity
	459 bp					
193	KWMTBOMO00193	Bomo_Chr1	AF461149_1_transposase_[Bombyx_mori]			
	336 bp					
194	KWMTBOMO00194	Bomo_Chr1	PREDICTED:_uncharacterized_protein_LOC101739467_[Bombyx_mori]			
	408 bp					
195	KWMTBOMO00195	Bomo_Chr1	syntaxin_6_[Bombyx_mori]	GO:0005515	F	protein binding
	585 bp			GO:0016020	C	membrane
				GO:0016192	P	vesicle-mediated transport
				GO:0048193	P	Golgi vesicle transport
196	KWMTBOMO00196	Bomo_Chr1	PREDICTED:_exosome_component_10_[Amyelois_transitella]	GO:0003676	F	nucleic acid binding
	1113 bp			GO:0000176	C	nuclear exosome (RNase complex)
				GO:0006396	P	RNA processing
				GO:0006139	P	"nucleobase, nucleoside, nucleotide and nucleic acid metabolic process"
				GO:0008408	F	3'-5' exonuclease activity
197	KWMTBOMO00197	Bomo_Chr1	PREDICTED:_exosome_component_10_[Amyelois_transitella]	GO:0000166	F	nucleotide binding
	1116 bp			GO:0003824	F	catalytic activity
				GO:0044237	P	cellular metabolic process
				GO:0003676	F	nucleic acid binding
				GO:0005622	C	intracellular
198	KWMTBOMO00198	Bomo_Chr1	PREDICTED:_uncharacterized_protein_LOC101739607_[Bombyx_mori]			
	1149 bp					
199	KWMTBOMO00199	Bomo_Chr1	PREDICTED:_discoidin_domain-containing_receptor_2-like_isoform_X1_[Amyelois_transitella]	GO:0004713	F	protein-tyrosine kinase activity
	2532 bp			GO:0006468	P	protein amino acid phosphorylation
				GO:0004672	F	protein kinase activity
				GO:0005524	F	ATP binding
200	KWMTBOMO00200	Bomo_Chr1	Ubiquitin_conjugating_enzyme_4_[Operophtera_brumata]	GO:0005515	F	protein binding
	600 bp					
201	KWMTBOMO00201	Bomo_Chr1	bestrophin_2_[Spodoptera_littoralis]			
	2064 bp					
202	KWMTBOMO00202	Bomo_Chr1	PREDICTED:_uncharacterized_protein_LOC106126261_[Papilio_xuthus]			
	726 bp					
203	KWMTBOMO00203	Bomo_Chr1	PREDICTED:_cold_shock_domain-containing_protein_E1_isoform_X2_[Bombyx_mori]	GO:0003677	F	DNA binding
	2547 bp			GO:0006355	P	"regulation of transcription, DNA-dependent"
				GO:0003676	F	nucleic acid binding
204	KWMTBOMO00204	Bomo_Chr1	PREDICTED:_peptidoglycan-recognition_protein_1-like_isoform_X2_[Papilio_machaon]	GO:0008745	F	N-acetylmuramoyl-L-alanine amidase activity
	969 bp			GO:0009253	P	peptidoglycan catabolic process
				GO:0008270	F	zinc ion binding
205	KWMTBOMO00205	Bomo_Chr1	PREDICTED:_peptidoglycan-recognition_protein_LF-like_[Papilio_xuthus]	GO:0008745	F	N-acetylmuramoyl-L-alanine amidase activity
	1401 bp			GO:0009253	P	peptidoglycan catabolic process
				GO:0008270	F	zinc ion binding
206	KWMTBOMO00206	Bomo_Chr1	endonuclease-reverse_transcriptase_[Bombyx_mori]			
	3510 bp					
207	KWMTBOMO00207	Bomo_Chr1	PREDICTED:_uncharacterized_protein_LOC101739885_isoform_X2_[Bombyx_mori]			
	249 bp					
208	KWMTBOMO00208	Bomo_Chr1	PREDICTED:_peptidoglycan-recognition_protein_1-like_isoform_X2_[Papilio_machaon]	GO:0008745	F	N-acetylmuramoyl-L-alanine amidase activity
	915 bp			GO:0009253	P	peptidoglycan catabolic process
				GO:0008270	F	zinc ion binding
209	KWMTBOMO00209	Bomo_Chr1	PREDICTED:_UNC93-like_protein_[Amyelois_transitella]			
	1647 bp					
210	KWMTBOMO00210	Bomo_Chr1	uncharacterized_protein_LOC101744278_[Bombyx_mori]			
	1722 bp					
211	KWMTBOMO00211	Bomo_Chr1	PREDICTED:_WD_repeat-containing_protein_47_[Papilio_xuthus]	GO:0005515	F	protein binding
	2709 bp					
212	KWMTBOMO00212	Bomo_Chr1	PREDICTED:_uncharacterized_protein_LOC105842162_[Bombyx_mori]			
	867 bp					
213	KWMTBOMO00213	Bomo_Chr1	PREDICTED:_DENN_domain-containing_protein_1B-like_isoform_X2_[Bombyx_mori]			
	2241 bp					
214	KWMTBOMO00214	Bomo_Chr1	PREDICTED:_major_facilitator_superfamily_domain-containing_protein_6_isoform_X2_[Bombyx_mori]			
	2196 bp					
215	KWMTBOMO00215	Bomo_Chr1	PREDICTED:_forkhead_box_protein_L2-like_isoform_X2_[Bombyx_mori]	GO:0003700	F	transcription factor activity
	1668 bp			GO:0006355	P	"regulation of transcription, DNA-dependent"
				GO:0043565	F	sequence-specific DNA binding
216	KWMTBOMO00216	Bomo_Chr1	PREDICTED:_cyclic_nucleotide-gated_cation_channel_subunit_A-like_[Bombyx_mori]	GO:0005216	F	ion channel activity
	2220 bp			GO:0006811	P	ion transport
				GO:0016020	C	membrane
217	KWMTBOMO00217	Bomo_Chr1	PREDICTED:_ankyrin_repeat_domain-containing_protein_SOWAHC-like_isoform_X4_[Bombyx_mori]	GO:0005515	F	protein binding
	765 bp					
218	KWMTBOMO00218	Bomo_Chr1	reverse_transcriptase_[Bombyx_mori]			
	2247 bp					
219	KWMTBOMO00219	Bomo_Chr1	PREDICTED:_protein_SMY2-like_[Bombyx_mori]			
	891 bp					
220	KWMTBOMO00220	Bomo_Chr1	PREDICTED:_homeobox_protein_araucan-like_isoform_X1_[Bombyx_mori]	GO:0003677	F	DNA binding
	1437 bp			GO:0006355	P	"regulation of transcription, DNA-dependent"
				GO:0043565	F	sequence-specific DNA binding
				GO:0005634	C	nucleus
221	KWMTBOMO00221	Bomo_Chr1	PREDICTED:_homeobox_protein_caupolican_[Bombyx_mori]	GO:0003677	F	DNA binding
	1203 bp			GO:0006355	P	"regulation of transcription, DNA-dependent"
				GO:0043565	F	sequence-specific DNA binding
				GO:0005634	C	nucleus
222	KWMTBOMO00222	Bomo_Chr1	glycerol_kinase_[Bombyx_mori]	GO:0005975	P	carbohydrate metabolic process
	429 bp			GO:0016773	F	"phosphotransferase activity, alcohol group as acceptor"
223	KWMTBOMO00223	Bomo_Chr1	glycerol_kinase_[Bombyx_mori]	GO:0005975	P	carbohydrate metabolic process
	1140 bp			GO:0016773	F	"phosphotransferase activity, alcohol group as acceptor"
224	KWMTBOMO00224	Bomo_Chr1	cytochrome_P450_Cyp305B1_precursor_[Bombyx_mori]	GO:0005506	F	iron ion binding
	1464 bp			GO:0016705	F	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
				GO:0020037	F	heme binding
225	KWMTBOMO00225	Bomo_Chr1	endonuclease_and_reverse_transcriptase-like_protein_[Bombyx_mori]			
	2901 bp					
226	KWMTBOMO00226	Bomo_Chr1	ionotropic_GABA-aminobutyric_acid_receptor_RDL2_precursor_[Bombyx_mori]	GO:0006811	P	ion transport
	1380 bp			GO:0016020	C	membrane
				GO:0016021	C	integral to membrane
				GO:0005230	F	extracellular ligand-gated ion channel activity
				GO:0006810	P	transport
				GO:0004890	F	GABA-A receptor activity
				GO:0005216	F	ion channel activity
227	KWMTBOMO00227	Bomo_Chr1	PREDICTED:_JNK-interacting_protein_1_[Plutella_xylostella]	GO:0005515	F	protein binding
	1314 bp					
228	KWMTBOMO00228	Bomo_Chr1	tryptophan_5-hydroxylase_1_[Bombyx_mori]	GO:0008152	P	metabolic process
	1632 bp			GO:0016597	F	amino acid binding
				GO:0016714	F	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen"
				GO:0004510	F	tryptophan 5-monooxygenase activity
				GO:0042427	P	serotonin biosynthetic process
				GO:0004497	F	monooxygenase activity
				GO:0005506	F	iron ion binding
				GO:0009072	P	aromatic amino acid family metabolic process
229	KWMTBOMO00229	Bomo_Chr1	PREDICTED:_LOW_QUALITY_PROTEIN:_UDP-N-acetylglucosamine--peptide_N-acetylglucosaminyltransferase_110_kDa_subunit-like_[Bombyx_mori]	GO:0005515	F	protein binding
	2490 bp					
230	KWMTBOMO00230	Bomo_Chr1	GABA-gated_chloride_channel_[Bombyx_mori]	GO:0004890	F	GABA-A receptor activity
	1242 bp			GO:0005216	F	ion channel activity
				GO:0006811	P	ion transport
				GO:0016020	C	membrane
				GO:0016021	C	integral to membrane
				GO:0005230	F	extracellular ligand-gated ion channel activity
				GO:0006810	P	transport
231	KWMTBOMO00231	Bomo_Chr1	PREDICTED:_glutamate_receptor_1-like_[Bombyx_mori]	GO:0004970	F	ionotropic glutamate receptor activity
	2559 bp			GO:0016020	C	membrane
				GO:0005234	F	extracellular-glutamate-gated ion channel activity
				GO:0004872	F	receptor activity
				GO:0005216	F	ion channel activity
				GO:0006811	P	ion transport
232	KWMTBOMO00232	Bomo_Chr1	reverse_transcriptase_[Bombyx_mori]			
	2700 bp					
233	KWMTBOMO00233	Bomo_Chr1	gag-like_protein_[Bombyx_mori]			
	1611 bp					
234	KWMTBOMO00234	Bomo_Chr1	PREDICTED:_glutamate_receptor_1-like_[Bombyx_mori]	GO:0004970	F	ionotropic glutamate receptor activity
	2526 bp			GO:0005234	F	extracellular-glutamate-gated ion channel activity
				GO:0016020	C	membrane
				GO:0004872	F	receptor activity
				GO:0005216	F	ion channel activity
				GO:0006811	P	ion transport
235	KWMTBOMO00235	Bomo_Chr1	"PREDICTED:_N(G),N(G)-dimethylarginine_dimethylaminohydrolase_1_[Bombyx_mori]"			
	792 bp					
236	KWMTBOMO00236	Bomo_Chr1	PREDICTED:_transcription_initiation_factor_TFIID_subunit_7-like_[Papilio_polytes]	GO:0005669	C	transcription factor TFIID complex
	1161 bp			GO:0006367	P	transcription initiation from RNA polymerase II promoter
237	KWMTBOMO00237	Bomo_Chr1	CALNUC_[Spodoptera_frugiperda]	GO:0005509	F	calcium ion binding
	1791 bp					
238	KWMTBOMO00238	Bomo_Chr1	imaginal_disk_growth_factor_[Bombyx_mori]	GO:0005975	P	carbohydrate metabolic process
	1305 bp			GO:0004568	F	chitinase activity
				GO:0006032	P	chitin catabolic process
				GO:0004553	F	"hydrolase activity, hydrolyzing O-glycosyl compounds"
239	KWMTBOMO00239	Bomo_Chr1	ATP_synthase_b_[Operophtera_brumata]	GO:0000276	C	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
	780 bp			GO:0015078	F	hydrogen ion transmembrane transporter activity
				GO:0015986	P	ATP synthesis coupled proton transport
240	KWMTBOMO00240	Bomo_Chr1	PREDICTED:_carboxyl-terminal_PDZ_ligand_of_neuronal_nitric_oxide_synthase_protein_isoform_X2_[Bombyx_mori]	GO:0005515	F	protein binding
	1884 bp					
241	KWMTBOMO00241	Bomo_Chr1	PREDICTED:_uncharacterized_protein_LOC106133979_isoform_X1_[Amyelois_transitella]			
	447 bp					
242	KWMTBOMO00242	Bomo_Chr1	"PREDICTED:_endoplasmic_reticulum_mannosyl-oligosaccharide_1,2-alpha-mannosidase_[Amyelois_transitella]"	GO:0004571	F	"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity"
	1728 bp			GO:0005509	F	calcium ion binding
				GO:0016020	C	membrane
243	KWMTBOMO00243	Bomo_Chr1	PREDICTED:_myosin-9-like_isoform_X4_[Bombyx_mori]			
	1200 bp					
244	KWMTBOMO00244	Bomo_Chr1	tyrosine_hydroxylase_[Bombyx_mori]	GO:0016714	F	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen"
	1686 bp			GO:0004511	F	tyrosine 3-monooxygenase activity
				GO:0042423	P	catecholamine biosynthetic process
				GO:0004497	F	monooxygenase activity
				GO:0005506	F	iron ion binding
				GO:0009072	P	aromatic amino acid family metabolic process
245	KWMTBOMO00245	Bomo_Chr1	hypothetical_protein_BGIBMGA000656_[Bombyx_mori]			
	258 bp					
246	KWMTBOMO00246	Bomo_Chr1	juvenile_hormone_resistence_protein_II_[Bombyx_mori]			
	1986 bp					
247	KWMTBOMO00247	Bomo_Chr1	PREDICTED:_BTB/POZ_domain-containing_protein_KCTD1_[Bombyx_mori]	GO:0051260	P	protein homooligomerization
	519 bp			GO:0005515	F	protein binding
248	KWMTBOMO00248	Bomo_Chr1	cold-related_protein_precursor_[Bombyx_mori]			
	222 bp					
249	KWMTBOMO00249	Bomo_Chr1	PREDICTED:_serine/threonine-protein_kinase_OSR1-like_[Amyelois_transitella]	GO:0005524	F	ATP binding
	2436 bp			GO:0004672	F	protein kinase activity
				GO:0006468	P	protein amino acid phosphorylation
				GO:0004674	F	protein serine/threonine kinase activity
250	KWMTBOMO00250	Bomo_Chr1	PREDICTED:_uncharacterized_protein_LOC106126328_[Papilio_xuthus]			
	585 bp					
251	KWMTBOMO00251	Bomo_Chr1	"PREDICTED:_uncharacterized_protein_LOC106713896,_partial_[Papilio_machaon]"			
	519 bp					
252	KWMTBOMO00252	Bomo_Chr1	PREDICTED:_putative_fatty_acyl-CoA_reductase_CG5065_[Bombyx_mori]			
	726 bp					
253	KWMTBOMO00253	Bomo_Chr1	PREDICTED:_putative_fatty_acyl-CoA_reductase_CG5065_[Bombyx_mori]			
	909 bp					
254	KWMTBOMO00254	Bomo_Chr1	triosephosphate_isomerase_[Bombyx_mori]	GO:0004807	F	triose-phosphate isomerase activity
	747 bp			GO:0008152	P	metabolic process
				GO:0003824	F	catalytic activity
				GO:0006096	P	glycolysis
255	KWMTBOMO00255	Bomo_Chr1	PREDICTED:_geminin_isoform_X2_[Amyelois_transitella]	GO:0006275	P	regulation of DNA replication
	486 bp					
256	KWMTBOMO00256	Bomo_Chr1	PREDICTED:_protein_disulfide-isomerase_A5_[Amyelois_transitella]	GO:0045454	P	cell redox homeostasis
	1935 bp					
257	KWMTBOMO00257	Bomo_Chr1	PREDICTED:_glycine-rich_cell_wall_structural_protein-like_[Bombyx_mori]			
	1530 bp					
258	KWMTBOMO00258	Bomo_Chr1	PREDICTED:_uncharacterized_protein_LOC106133778_[Amyelois_transitella]			
	2232 bp					
259	KWMTBOMO00259	Bomo_Chr1	hypothetical_protein_RR46_06887_[Papilio_xuthus]			
	387 bp					
260	KWMTBOMO00260	Bomo_Chr1	Uncharacterized_protein_OBRU01_11897_[Operophtera_brumata]			
	798 bp					
261	KWMTBOMO00261	Bomo_Chr1	PREDICTED:_uncharacterized_protein_LOC106133776_[Amyelois_transitella]			
	561 bp					
262	KWMTBOMO00262	Bomo_Chr1	Uncharacterized_protein_OBRU01_00585_[Operophtera_brumata]			
	486 bp					
263	KWMTBOMO00263	Bomo_Chr1	PREDICTED:_uncharacterized_protein_LOC105842174_isoform_X2_[Bombyx_mori]			
	312 bp					
264	KWMTBOMO00264	Bomo_Chr1	PREDICTED:_palmitoyltransferase_ZDHHC3_[Papilio_machaon]	GO:0008270	F	zinc ion binding
	927 bp					
265	KWMTBOMO00265	Bomo_Chr1	uncharacterized_protein_LOC692928_[Bombyx_mori]			
	531 bp					
266	KWMTBOMO00266	Bomo_Chr1	"CRAL-TRIO_domain-containing_protein,_partial_[Manduca_sexta]"	GO:0005215	F	transporter activity
	1014 bp			GO:0005622	C	intracellular
				GO:0006810	P	transport
267	KWMTBOMO00267	Bomo_Chr1	PREDICTED:_peptidoglycan-recognition_protein_SB1-like_[Papilio_polytes]	GO:0008745	F	N-acetylmuramoyl-L-alanine amidase activity
	786 bp			GO:0009253	P	peptidoglycan catabolic process
				GO:0008270	F	zinc ion binding
268	KWMTBOMO00268	Bomo_Chr1	PREDICTED:_insulin-like_peptide_isoform_X1_[Bombyx_mori]	GO:0005179	F	hormone activity
	339 bp			GO:0005576	C	extracellular region
269	KWMTBOMO00269	Bomo_Chr1	PREDICTED:_uncharacterized_protein_LOC106717336_[Papilio_machaon]			
	1263 bp					
270	KWMTBOMO00270	Bomo_Chr1	acyl-CoA_thioesterase_13_[Bombyx_mori]			
	429 bp					
271	KWMTBOMO00271	Bomo_Chr1	PREDICTED:_peroxidasin_isoform_X2_[Bombyx_mori]	GO:0005515	F	protein binding
	3633 bp			GO:0004601	F	peroxidase activity
				GO:0006979	P	response to oxidative stress
				GO:0020037	F	heme binding
272	KWMTBOMO00272	Bomo_Chr1	PREDICTED:_failed_axon_connections_[Amyelois_transitella]			
	1083 bp					
273	KWMTBOMO00273	Bomo_Chr1	PREDICTED:_mediator_of_RNA_polymerase_II_transcription_subunit_23_[Amyelois_transitella]			
	1434 bp					
274	KWMTBOMO00274	Bomo_Chr1	hypothetical_protein_KGM_21736_[Danaus_plexippus]			
	2571 bp					
275	KWMTBOMO00275	Bomo_Chr1	PREDICTED:_uncharacterized_protein_LOC106126268_[Papilio_xuthus]			
